label,text
1,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients ."
1,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights ."
1,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .
2,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .
1,It inspects the companys strategic strengths and weaknesses .
1,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products ."
1,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .
1,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
2,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE ."
0,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
1,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) ."
2,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement ."
1,The name of the buyer was not disclosed .
0,- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .
1,"Following the issue , the new shares will constitute 10 percent of the firm 's capital ."
1,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros ."
1,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council ."
0,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .
0,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .
1,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system ."
1,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
1,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .
1,Payment of shares shall be effected on subscription .
1,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said ."
1,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .
1,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO ."
1,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .
1,The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .
1,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats ."
2,Ramirent is a leading company in machinery and equipment rentals for construction and industry .
1,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network ."
1,"The segment has an annual revenue of approximately EUR400m , the company said ."
1,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world ."
1,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday ."
1,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .
2,A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .
1,"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium ."
0,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year ."
1,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters ."
1,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .
1,"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night ."
2,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper ."
1,"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 ."
1,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes ."
1,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
2,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .
2,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
1,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland ."
1,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn ."
2,"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said ."
1,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers ."
2,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .
2,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ."
1,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum ."
0,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ."
2,Sports equipment sales also progressed well owing to the prolonged winter season .
