text,label
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",1
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",2
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",1
"zip , '' experts warned Tuesday .",1
The value of the orders is over EUR 25mn .,1
"In addition to the demand in Finland , the export of lining stone products also increased .",2
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,2
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,2
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0
$ACAD under $2 today?,0
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,1
A total of 140 jobs will be reduced at the Raahe Steel Works .,1
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,2
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",2
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",0
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",1
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",2
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1
`` Those uncertainties cloud the long-term outlook . '',1
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,1
"In Sweden , there is an oversupply of pharmacies .",0
$AAPL $131 rally mode,2
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,2
The real estate company posted a net loss of +Ã³  x201a -Â¼ 59.3 million +Ã³  x201a -Â¼ 0.21 per share compared with a net profit of +Ã³  x201a -Â¼ 31 million +Ã³  x201a -Â¼ 0.11 per share for the corresponding quarter of 2007 .,0
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",1
Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,2
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,1
The expansion is to be finalized in the autumn of 2009 .,1
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,2
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",1
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,1
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -Â® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",1
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",2
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,1
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",1
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,0
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1
The company expects its net sales for the whole 2009 to be at previous year levels .,1
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,2
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2
Tesco shares jump 6% after Christmas sales beat expectations,2
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",1
The EPS improved to EUR0 .38 from EUR0 .27 .,2
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",1
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",2
"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",1
All reproduction for further distribution is prohibited .,1
"This truly takes efficiency to new heights , '' Mr. Metso adds .",2
The acquisition of +Ã landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,1
$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,0
Hargreaves Lansdown share price falls as costs mount - although pensions ...,0
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,0
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",1
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",1
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",1
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",1
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",2
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",1
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",2
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,2
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",1
